Ecm (MeV) cross (mb)
0.829	1.89E-06
0.83	1.93E-06
0.831	1.96E-06
0.832	2.00E-06
0.833	2.04E-06
0.834	2.09E-06
0.835	2.13E-06
0.836	2.18E-06
0.837	2.23E-06
0.838	2.28E-06
0.839	2.33E-06
0.84	2.39E-06
0.841	2.45E-06
0.842	2.51E-06
0.843	2.57E-06
0.844	2.64E-06
0.845	2.71E-06
0.846	2.78E-06
0.847	2.85E-06
0.848	2.93E-06
0.849	3.01E-06
0.85	3.10E-06
0.851	3.18E-06
0.852	3.27E-06
0.853	3.37E-06
0.854	3.47E-06
0.855	3.57E-06
0.856	3.68E-06
0.857	3.79E-06
0.858	3.90E-06
0.859	4.02E-06
0.86	4.14E-06
0.861	4.27E-06
0.862	4.41E-06
0.863	4.55E-06
0.864	4.69E-06
0.865	4.84E-06
0.866	4.99E-06
0.867	5.16E-06
0.868	5.32E-06
0.869	5.50E-06
0.87	5.68E-06
0.871	5.86E-06
0.872	6.06E-06
0.873	6.26E-06
0.874	6.47E-06
0.875	6.68E-06
0.876	6.91E-06
0.877	7.14E-06
0.878	7.38E-06
0.879	7.63E-06
0.88	7.89E-06
0.881	8.16E-06
0.882	8.44E-06
0.883	8.73E-06
0.884	9.03E-06
0.885	9.34E-06
0.886	9.66E-06
0.887	9.99E-06
0.888	1.03E-05
0.889	1.07E-05
0.89	1.11E-05
0.891	1.14E-05
0.892	1.18E-05
0.893	1.22E-05
0.894	1.26E-05
0.895	1.31E-05
0.896	1.35E-05
0.897	1.40E-05
0.898	1.45E-05
0.899	1.49E-05
0.9	1.54E-05
0.901	1.60E-05
0.902	1.65E-05
0.903	1.70E-05
0.904	1.76E-05
0.905	1.82E-05
0.906	1.88E-05
0.907	1.94E-05
0.908	2.00E-05
0.909	2.06E-05
0.91	2.13E-05
0.911	2.20E-05
0.912	2.26E-05
0.913	2.33E-05
0.914	2.40E-05
0.915	2.48E-05
0.916	2.55E-05
0.917	2.62E-05
0.918	2.70E-05
0.919	2.78E-05
0.92	2.85E-05
0.921	2.93E-05
0.922	3.01E-05
0.923	3.09E-05
0.924	3.17E-05
0.925	3.25E-05
0.926	3.33E-05
0.927	3.42E-05
0.928	3.50E-05
0.929	3.58E-05
0.93	3.66E-05
0.931	3.74E-05
0.932	3.82E-05
0.933	3.90E-05
0.934	3.99E-05
0.935	4.06E-05
0.936	4.14E-05
0.937	4.22E-05
0.938	4.30E-05
0.939	4.37E-05
0.94	4.45E-05
0.941	4.52E-05
0.942	4.59E-05
0.943	4.66E-05
0.944	4.73E-05
0.945	4.80E-05
0.946	4.86E-05
0.947	4.93E-05
0.948	4.99E-05
0.949	5.05E-05
0.95	5.11E-05
0.951	5.16E-05
0.952	5.22E-05
0.953	5.27E-05
0.954	5.32E-05
